LFPG;LFRB;FPO;FPO5561;B190;201072694;160930;2355;160930;2330;19;230
LEBL;LROP;ROT;ROT430R;A318;201072104;160930;2214;160930;2200;10;390
LEBL;LUKK;MLD;MLD898;E190;201072630;160930;2324;160930;2320;0;370
EGGW;LRIA;ROT;ROT396;B733;201072056;160930;2215;160930;2155;19;370
LFPG;LGIR;AZI;AZI851;A320;201071752;160930;2140;160930;2120;14;370
LFPG;LMML;TDR;TDR292;F100;201072640;160930;2331;160930;2320;5;350
EGCC;LBBG;BGH;BGH5512;A332;201071160;160930;2050;160930;2030;19;410
LFPG;LFMT;SWN;SWN5745;B734;201072668;160930;2350;160930;2325;19;310
LFPG;LFBO;SWN;SWN5629;B733;201072660;160930;2350;160930;2325;19;290
ENGM;LFPG;AFR;AFR275M;E190;201075040;161001;0444;161001;0435;8;360
EDDL;LFPG;AFR;AFR107X;E190;201075209;161001;0453;161001;0440;6;240
LFPG;EDDF;AFR;AFR518H;E190;201076617;161001;0551;161001;0530;15;230
LFPG;EDDL;AFR;AFR306E;E190;201076935;161001;0601;161001;0545;10;230
EDDF;LFPG;AFR;AFR019W;E190;201076425;161001;0545;161001;0525;14;220
LFPG;EDDV;AFR;AFR1338;E170;201077972;161001;0701;161001;0640;15;350
LFPG;EDDN;AFR;AFR1010;E170;201078060;161001;0656;161001;0635;15;300
LFPG;LFBP;ZZZ;AF536NO;E190;201078248;161001;0701;161001;0640;15;310
LFPG;EDDW;AFR;AFR1324;E170;201078416;161001;0711;161001;0650;15;370
LFPG;LEBB;AFR;AFR476D;E190;201078105;161001;0711;161001;0650;15;350
LFPG;LFBZ;ZZZ;AF654UA;E170;201078420;161001;0711;161001;0650;15;350
EDDF;LUKK;MLD;MLD864;A319;201079505;161001;0737;161001;0730;1;370
LFPG;LFSB;ZZZ;AF192JP;E170;201078903;161001;0726;161001;0705;15;310
LFPG;LFRN;ZZZ;AF676BF;E170;201079654;161001;0750;161001;0735;9;180
EDDL;LFPG;AFR;AFR1307;E190;201080963;161001;0829;161001;0818;4;240
LFPG;LFLC;ZZZ;AF752LK;E170;201080915;161001;0815;161001;0800;9;250
LFPG;ENGM;AFR;AFR1774;E190;201079775;161001;0816;161001;0755;15;370
LFPG;EGPD;AFR;AFR1272;E170;201080550;161001;0821;161001;0800;15;360
LFPG;EDDF;AFR;AFR618J;E190;201080485;161001;0821;161001;0800;15;230
LFPG;LIMJ;AFR;AFR516B;E170;201081007;161001;0835;161001;0820;9;350
EDDM;LRSB;ROT;ROT316C;A318;201081154;161001;0836;161001;0825;6;390
LFPG;EGPH;AFR;AFR686C;E190;201080727;161001;0841;161001;0820;15;310
LFPG;EDDL;AFR;AFR606G;E190;201080934;161001;0836;161001;0815;15;230
EDDF;LFPG;AFR;AFR1519;E190;201081138;161001;0844;161001;0825;13;220
LEBL;LROP;ROT;ROT422R;B737;201083004;161001;0945;161001;0932;9;410
EDDF;LROP;ROT;ROT302A;A318;201082711;161001;0937;161001;0915;16;390
EDDL;LFPG;AFR;AFR1607;E190;201084106;161001;1032;161001;1020;5;240
LIRF;LFBD;HOP;HOP213Z;CRJX;201083938;161001;1014;161001;1005;2;340
EDDF;LFPG;AFR;AFR1619;E190;201084262;161001;1031;161001;1010;15;220
LFPG;LROP;ROT;ROT382J;B737;201084575;161001;1041;161001;1025;10;410
ENGM;LFPG;AFR;AFR775R;E190;201085021;161001;1050;161001;1040;9;360
LKPR;LFLL;HOP;HOP413F;CRJX;201085750;161001;1112;161001;1105;1;350
LFPG;EDDL;AFR;AFR506G;E190;201085396;161001;1111;161001;1055;10;230
LFPG;LFRN;ZZZ;AF678BF;E170;201085669;161001;1115;161001;1100;9;180
LFPG;EDDN;AFR;AFR210J;E170;201085026;161001;1101;161001;1040;15;300
LFPG;LJLJ;AFR;AFR1186;E170;201085624;161001;1115;161001;1100;9;350
LFPG;LFSB;ZZZ;AF292JP;E170;201085477;161001;1110;161001;1055;9;310
LFPG;LFKB;ZZZ;AF582QX;E190;201086651;161001;1150;161001;1135;9;350
LFPG;LFBP;ZZZ;AF534NO;E190;201085000;161001;1046;161001;1035;5;180
LFPG;EDDF;AFR;AFR1218;E190;201084969;161001;1056;161001;1035;15;230
LFPG;EKBI;AFR;AFR1264;E170;201084944;161001;1056;161001;1035;15;370
LFPG;ENGM;AFR;AFR374E;E170;201086852;161001;1202;161001;1145;11;370
LFPG;ESGG;AFR;AFR1452;E190;201085852;161001;1126;161001;1105;15;370
LFPG;LFKJ;ZZZ;AF588HG;E190;201087768;161001;1235;161001;1220;9;370
LFPG;EDDV;AFR;AFR1638;E170;201086030;161001;1151;161001;1135;10;350
EDDF;LFPG;AFR;AFR219Z;E190;201088241;161001;1300;161001;1240;14;220
LFPG;EGPD;AFR;AFR372E;E170;201089440;161001;1346;161001;1325;15;360
LFPG;LIMJ;AFR;AFR316D;E170;201089663;161001;1350;161001;1335;9;350
EGLL;LROP;ROT;ROT392F;A318;201090071;161001;1354;161001;1339;3;390
LFPG;LEBB;AFR;AFR576L;E190;201090781;161001;1435;161001;1420;9;350
LFPG;EDDF;AFR;AFR118B;E190;201091271;161001;1501;161001;1440;15;230
LFPG;LFBZ;ZZZ;AF656UA;E170;201090810;161001;1435;161001;1420;9;350
EDDL;LFPG;AFR;AFR1507;E190;201088475;161001;1308;161001;1256;5;240
LIPZ;LUKK;MLD;MLD382;A319;201091385;161001;1450;161001;1440;7;370
LFPG;LFSB;ZZZ;AF392JP;E190;201091326;161001;1500;161001;1445;9;310
LFPG;EGPH;AFR;AFR1486;E190;201089460;161001;1346;161001;1325;15;360
LFPG;EDDW;AFR;AFR1524;E170;201091329;161001;1441;161001;1425;10;370
LFPG;LROP;ROT;ROT384U;A318;201090792;161001;1436;161001;1420;10;390
LIRF;LFLL;HOP;HOP547J;CRJX;201093048;161001;1604;161001;1555;2;340
ENGM;LFPG;AFR;AFR1375;E170;201091307;161001;1454;161001;1445;8;360
LFPG;EDDF;AFR;AFR718D;E170;201093996;161001;1701;161001;1640;15;230
EDDF;LFPG;AFR;AFR119R;E190;201093991;161001;1713;161001;1655;12;220
LIPZ;LFLL;HOP;HOP452E;CRJX;201092195;161001;1530;161001;1520;7;320
LFPG;LFLC;ZZZ;AF756LK;E170;201092247;161001;1535;161001;1520;9;250
LFPG;EDDL;AFR;AFR1006;E190;201093831;161001;1651;161001;1630;15;230
LFPG;LFRN;ZZZ;AF638BF;E170;201096551;161001;1900;161001;1845;9;180
LFPG;ENGM;AFR;AFR1274;E190;201094793;161001;1736;161001;1715;15;370
LFPG;ESGG;AFR;AFR552C;E190;201095556;161001;1816;161001;1755;15;370
LFPG;EDDV;AFR;AFR438D;E170;201096156;161001;1846;161001;1825;15;350
LFPG;EKBI;AFR;AFR764B;E170;201096583;161001;1906;161001;1845;15;370
LFPG;EGPH;AFR;AFR1886;E190;201096638;161001;1906;161001;1845;15;360
LFPG;LFBP;ZZZ;AF532NO;E190;201095639;161001;1815;161001;1800;9;350
LFPG;LIMJ;AFR;AFR1416;E190;201096679;161001;1905;161001;1850;9;350
LFPG;EDDN;AFR;AFR310G;E170;201096375;161001;1856;161001;1835;15;300
LFPG;LEBB;AFR;AFR1376;E190;201096834;161001;1915;161001;1900;9;350
LFPG;LFLC;ZZZ;AF758LK;E190;201096744;161001;1910;161001;1855;9;250
EDDS;LSZH;SWR;SWR117R;F100;201074142;161001;0400;161001;0354;0;130
EBBR;LIME;BCS;BCS308;B734;201074219;161001;0410;161001;0355;8;310
LIRF;ESSA;ETH;ETH714;B788;201074740;161001;0449;161001;0432;10;410
LSZH;LCLK;OAW;OAW29R;A319;201074976;161001;0445;161001;0430;6;390
EDDM;LSZB;BMR;BMR711E;E145;201075062;161001;0446;161001;0435;6;280
LSZH;EGLC;SWR;SWR49C;E190;201075211;161001;0450;161001;0440;1;360
EGKK;LROP;WZZ;WZZ8FL;A321;201071693;160930;2130;160930;2110;19;350
LSZH;ESSA;SWR;SWR122N;F100;201075363;161001;0500;161001;0450;1;350
LSZH;ENGM;SWR;SWR127Y;F100;201075864;161001;0520;161001;0510;1;350
LSZH;EGCC;SWR;SWR33K;F100;201075634;161001;0510;161001;0500;1;340
EDDL;LFRS;DGG;DGGER;DA42;201076066;161001;0520;161001;0510;3;100
LIMC;LSZH;SWR;SWR163W;E190;201075967;161001;0514;161001;0509;2;220
LSZH;EDDL;SWR;SWR106L;E190;201076460;161001;0540;161001;0525;6;300
LFPG;EBBR;ETH;ETH704;B788;201076515;161001;0549;161001;0530;13;170
LSZH;LIBD;SWR;SWR122Y;RJ1H;201076546;161001;0540;161001;0530;1;310
EFHK;LGAV;IBK;IBK720;B738;201074073;161001;0339;161001;0329;7;390
EFHK;LDSP;IBK;IBK480;B738;201073996;161001;0333;161001;0324;6;390
EFHK;EKCH;NAX;NAX3161;B738;201074030;161001;0334;161001;0324;7;360
LSZH;LIPZ;SWR;SWR183B;E190;201076728;161001;0549;161001;0535;5;290
EGLL;LCLK;AEE;AEE773;A320;201070266;160930;2005;160930;1945;8;370
EFHK;ENGM;NAX;NAX1187;B738;201074140;161001;0354;161001;0344;7;360
EDDM;LSZH;DLH;DLH4TR;E190;201076970;161001;0600;161001;0550;5;240
