LIRF;LFPG;ABR;ABR7CK;AT43;202761513;161130;2048;161130;2040;2;200
LSGG;EGGW;AHO;AHO112R;C56X;202762678;161130;2254;161130;2240;5;360
ENGM;ENML;SWN;SWN64M;ATP;202762702;161130;2248;161130;2240;6;180
ENGM;ENEV;SWN;SWN492;CRJ2;202762691;161130;2248;161130;2240;6;350
ENGM;ENBO;SWN;SWN82B;ATP;202762738;161130;2253;161130;2245;6;210
EBBR;EGNX;BCS;BCS371;B734;202763071;161201;0004;161130;2345;12;300
LFPG;LFMT;NPT;NPT5745;B734;202763309;161201;0050;161201;0025;16;310
LFPG;LFBO;NPT;NPT5629;B733;202763299;161201;0050;161201;0025;16;290
EBBR;EKCH;BCS;BCS304;B733;202763397;161201;0110;161201;0050;13;330
EDDB;LFPG;ABR;ABR8DN;AT72;202788747;161201;2106;161201;2059;1;220
LKPR;LFPG;ABR;ABR1RG;AT72;202788660;161201;2112;161201;2105;1;230
EDDS;LFPG;ABR;ABR5TR;AT73;202789075;161201;2203;161201;2150;5;200
EDDB;EDDK;ABR;ABR7XF;AT72;202789176;161201;2207;161201;2200;1;200
EDDM;EBLG;VAS;VAS816;B734;202789290;161201;2233;161201;2220;8;240
LEMD;LRIA;ROT;ROT420;B733;202763535;161201;0145;161201;0130;7;370
LFPG;LIRF;ABR;ABR8CK;AT43;202763876;161201;0337;161201;0314;14;220
LFPG;EINN;ABR;ABR7BN;AT43;202763832;161201;0310;161201;0259;2;180
LFPG;LKPR;ABR;ABR2RG;AT72;202763835;161201;0318;161201;0307;2;230
LFPG;LFMN;ABR;ABR5CE;AT72;202763948;161201;0336;161201;0313;14;190
LFPG;LIRP;ABR;ABR9SA;AT72;202764099;161201;0408;161201;0345;14;230
LFPG;LFRB;FPO;FPO5561;B190;202763323;161201;0055;161201;0030;16;230
LFPG;EDDF;ABR;ABR6TR;AT73;202763820;161201;0323;161201;0300;14;190
LFPG;EDDS;ABR;ABR3KT;AT72;202763858;161201;0321;161201;0305;7;230
LFPG;LFLL;ABR;ABR6ML;AT72;202763866;161201;0338;161201;0315;14;190
LFPG;EPWA;ABR;ABR1WA;AT72;202763901;161201;0336;161201;0313;14;210
LFPG;EGNT;ABR;ABR2CL;AT43;202764055;161201;0343;161201;0332;2;180
LFPG;EDDB;ABR;ABR9DN;AT72;202763884;161201;0337;161201;0314;14;230
LFPG;EDDH;ABR;ABR7ZX;AT43;202763983;161201;0329;161201;0313;7;220
ENGM;LFPG;AFR;AFR275L;E170;202764903;161201;0531;161201;0510;19;360
EDDS;EPKT;ABR;ABR3KT;AT72;202765000;161201;0543;161201;0530;5;230
EDDF;LFPG;AFR;AFR1019;E190;202766810;161201;0644;161201;0625;18;220
EBBR;LFLL;HOP;HOP4311;E145;202765437;161201;0548;161201;0535;6;330
EDDF;EDDS;ABR;ABR6TR;AT73;202765318;161201;0540;161201;0530;9;150
EDDS;LFPG;AFR;AFR609H;E170;202765453;161201;0546;161201;0535;3;240
LIMC;LFLL;HOP;HOP4501;E145;202765881;161201;0607;161201;0555;6;220
LFPG;LFBZ;ZZZ;AF654MJ;E170;202768663;161201;0755;161201;0740;6;350
EDDS;LFLL;TJT;TJT042;B190;202770324;161201;0857;161201;0848;1;230
LFPG;EDDW;AFR;AFR324H;E170;202768261;161201;0746;161201;0725;12;370
LFPG;EDDF;AFR;AFR518K;E190;202766791;161201;0654;161201;0625;20;230
LFPG;EDDN;AFR;AFR1010;E170;202768577;161201;0756;161201;0735;12;300
LFPG;EDDL;AFR;AFR306L;E190;202766923;161201;0651;161201;0630;12;230
LFPG;LFRN;ZZZ;AF676XR;E170;202769853;161201;0840;161201;0825;6;180
EDDF;LUKK;MLD;MLD864;E190;202769917;161201;0840;161201;0830;9;370
LFPG;LEBB;AFR;AFR476B;E190;202768745;161201;0800;161201;0745;6;350
LFPG;EDDV;AFR;AFR338R;E190;202768433;161201;0806;161201;0745;12;310
ENGM;ENOL;NFA;NFA991;SW4;202767489;161201;0704;161201;0655;7;180
LFPG;ENGM;AFR;AFR1774;E190;202769048;161201;0816;161201;0755;12;370
