EDDL;LFPG;AFR;AFR1507;E190;202021084;161101;1357;161101;1345;7;240
LFPG;EDDL;AFR;AFR1506;E190;202018314;161101;1216;161101;1150;21;230
EDDS;LFPG;AFR;AFR509F;E170;202021270;161101;1406;161101;1355;5;240
LFPG;EGPH;AFR;AFR486Y;E170;202021165;161101;1411;161101;1350;16;360
LIMC;LUKK;MLD;MLD894;A319;202021996;161101;1433;161101;1420;7;350
LFPG;LFBZ;ZZZ;AF656NK;E170;202022443;161101;1450;161101;1435;10;350
EDDF;LFPG;AFR;AFR219W;E190;202020568;161101;1345;161101;1325;14;220
LFPG;EDDL;AFR;AFR406K;E190;202022639;161101;1506;161101;1445;16;230
LFPG;LROP;ROT;ROT384U;A318;202023432;161101;1536;161101;1520;11;390
LKPR;LROP;ROT;ROT226A;B737;202020817;161101;1343;161101;1335;2;410
LFPG;EDDF;AFR;AFR113U;E190;202022269;161101;1451;161101;1430;16;230
LFPG;LDZA;AFR;AFR560G;E190;202021636;161101;1423;161101;1405;13;350
EGLL;LROP;ROT;ROT392F;A318;202023819;161101;1556;161101;1535;11;390
LEMD;EDDF;LAN;LAN704;B789;202021659;161101;1418;161101;1405;5;400
LFPG;LEBB;AFR;AFR576X;E170;202023254;161101;1530;161101;1510;15;350
LFPG;EDDW;AFR;AFR152Y;E170;202023539;161101;1546;161101;1525;16;370
LFPG;EDDN;AFR;AFR810J;E170;202023411;161101;1605;161101;1550;10;300
LFPG;EDDS;AFR;AFR808E;E190;202023660;161101;1545;161101;1530;10;250
LFPG;LIMF;AFR;AFR202G;E190;202024064;161101;1600;161101;1545;10;350
LFPG;LFSB;ZZZ;AF392RU;E170;202024285;161101;1610;161101;1555;10;310
ENGM;LFPG;AFR;AFR775B;E190;202024058;161101;1555;161101;1545;6;360
LIRF;LFLL;HOP;HOP547J;CRJX;202025474;161101;1644;161101;1635;2;340
EDDL;LFPG;AFR;AFR407P;E190;202025682;161101;1657;161101;1645;7;240
LFPG;EDDF;AFR;AFR118H;E190;202025824;161101;1700;161101;1650;5;230
EBBR;LFLL;HOP;HOP431T;E145;202025882;161101;1709;161101;1655;8;330
LIPZ;LFLL;HOP;HOP452N;E145;202025931;161101;1702;161101;1655;1;320
LFPG;LFLC;ZZZ;AF756RV;E170;202024597;161101;1620;161101;1605;10;250
LIMC;LFLL;HOP;HOP507R;AT72;202026254;161101;1712;161101;1705;1;220
EDDF;LFPG;AFR;AFR319D;E190;202025416;161101;1656;161101;1635;15;220
EDDS;LFPG;AFR;AFR809B;E190;202026651;161101;1736;161101;1725;5;240
EDDF;LROP;ROT;ROT306P;B737;202026594;161101;1742;161101;1720;16;390
EDDF;LFPG;AFR;AFR119K;E190;202028685;161101;1910;161101;1850;14;220
LFPG;ESGG;AFR;AFR552K;E190;202028679;161101;1911;161101;1850;16;370
EIDW;EGNX;CWY;CWY2103;PA31;1500746306;161101;1948;161101;1935;2;110
EBBR;LFRS;HOP;HOP3207;E145;202026676;161101;1738;161101;1725;7;340
LFPG;LFBP;ZZZ;AF532SF;E190;202029142;161101;1925;161101;1910;10;350
LFPG;LEBB;AFR;AFR1376;E190;202029692;161101;1950;161101;1935;10;350
EDDF;LEMD;LAN;LAN705;B789;202028292;161101;1844;161101;1830;8;410
LFPG;LFSB;ZZZ;AF092CA;E170;202029729;161101;1950;161101;1935;10;310
LFPG;EDDN;AFR;AFR310X;E170;202028698;161101;1911;161101;1850;16;300
LFPG;EDDV;AFR;AFR438G;E170;202029787;161101;2001;161101;1940;16;350
LFPG;ENGM;AFR;AFR274L;E170;202027023;161101;1756;161101;1735;16;370
LFPG;EDDL;AFR;AFR473V;E190;202027058;161101;1800;161101;1740;15;230
LFPG;LIMJ;AFR;AFR913M;E170;202029744;161101;1955;161101;1940;10;350
ENGM;EKCH;ABR;ABR2SL;AT43;202028713;161101;1919;161101;1910;5;230
LFPG;LFLC;ZZZ;AF758JJ;E190;202029974;161101;2005;161101;1950;10;250
LFPG;EGPH;AFR;AFR1886;E190;202029625;161101;1951;161101;1930;16;360
LFPG;EDDS;AFR;AFR608H;E170;202029351;161101;1935;161101;1920;10;250
EDDL;LFPG;AFR;AFR100Z;E190;202029641;161101;1948;161101;1942;1;240
LFPG;LFRN;ZZZ;AF638CS;E170;202029874;161101;2000;161101;1945;10;180
LFPG;EGPD;AFR;AFR472F;E170;202027612;161101;1821;161101;1800;16;360
EBBR;LROP;ROT;ROT374L;B733;202028192;161101;1840;161101;1825;9;370
LFPG;EDDF;AFR;AFR873L;E190;202030326;161101;2021;161101;2000;16;230
EDDB;EDDK;ABR;ABR7XF;AT72;202031821;161101;2207;161101;2200;2;200
EDDM;LROP;ROT;ROT312N;B733;202028708;161101;1901;161101;1850;6;370
LFPG;EKBI;AFR;AFR764X;E170;202029550;161101;1951;161101;1930;16;370
LFPG;LIME;BCS;BCS7332;B734;202007352;161101;0200;161101;0145;10;310
EBBR;EGGW;BCS;BCS2696;ATP;202007501;161101;0240;161101;0220;14;180
LFPG;LEBL;VLG;VLG82VA;A320;202006722;161031;2320;161031;2300;15;390
EBBR;LFSB;BCS;BCS4908;B734;202007715;161101;0325;161101;0310;9;290
EGLL;LMML;AMC;AMC103;A320;202006380;161031;2236;161031;2215;11;390
LEMD;LRTM;WZZ;WZZ2YC;A320;202005192;161031;2050;161031;2030;12;390
EDDS;EDDT;GWI;GWI3002;A319;202006798;161031;2323;161031;2315;2;330
EDDS;LSZH;SWR;SWR117R;F100;202008307;161101;0500;161101;0452;2;130
EDDM;LSZB;BMR;BMR711E;E135;202009129;161101;0610;161101;0559;6;270
EIDW;EINN;SRR;SRR6528;B762;202009153;161101;0551;161101;0540;0;240
EDDM;EHRD;BMR;BMR701V;E145;202009290;161101;0600;161101;0549;6;360
LFPG;EBBR;ETH;ETH704;B77L;202009350;161101;0603;161101;0550;8;180
EFHK;EFSA;BPS;BPS651;E120;202009871;161101;0610;161101;0605;2;170
LIMC;LSZH;SWR;SWR163W;F100;202009894;161101;0618;161101;0605;7;220
EBBR;EGNX;BMR;BMR1234;E145;202009964;161101;0623;161101;0610;7;280
LIRF;LEMD;ETH;ETH712;B788;202008039;161101;0435;161101;0410;18;410
EGLL;LCLK;AEE;AEE773;A320;202005315;161031;2056;161031;2035;11;390
LSZH;EGBB;SWR;SWR42R;F100;202010104;161101;0625;161101;0615;1;340
LSZH;EDDM;SWR;SWR110Z;F100;202010248;161101;0630;161101;0620;1;250
LSZH;EDDC;SWR;SWR914;F100;202010209;161101;0630;161101;0620;1;310
EDDM;LSZH;DLH;DLH2366;E190;202010314;161101;0635;161101;0625;5;240
LSGG;LTBA;TCM;TCMJA;GL5T;202006083;161031;2154;161031;2140;4;380
EDDB;EGGD;EZY;EZY89BA;A320;202006343;161031;2223;161031;2213;5;380
LSZH;LIPZ;SWR;SWR183B;E190;202010665;161101;0650;161101;0640;1;290
LSZH;LIRQ;SWR;SWR134N;E190;202010907;161101;0705;161101;0655;1;310
EIDW;EHBK;IMX;IMX359;AT72;202007965;161101;0411;161101;0400;0;190
EIDW;EGPF;STK;STK2GL;AT76;202011130;161101;0722;161101;0700;11;170
EIDW;EGGP;STK;STK92PL;AT76;202011141;161101;0722;161101;0700;11;170
EIDW;EGNT;STK;STK35NC;AT76;202010862;161101;0706;161101;0650;5;190
EIDW;EGNM;STK;STK9LB;AT76;202010894;161101;0706;161101;0650;5;190
EIDW;EGGD;STK;STK8DR;AT76;202016173;161101;1038;161101;1025;2;190
EIDW;EGPH;STK;STK5ED;AT76;202010636;161101;0656;161101;0640;5;170
EFHK;EFOU;IBK;IBK102;B738;202008367;161101;0510;161101;0500;7;320
EFHK;ESSA;NAX;NAX80M;B738;202008370;161101;0508;161101;0458;7;340
EFHK;EKCH;NAX;NAX3161;B738;202008483;161101;0508;161101;0458;7;360
EFHK;ENGM;NAX;NAX1187;B738;202008662;161101;0523;161101;0513;7;360
ENGM;EIDW;NVR;NVR9002;A320;202006125;161031;2155;161031;2145;6;380
LSGG;LEMG;OHJ;OHJRD;PC12;202011774;161101;0734;161101;0720;4;250
EGLL;LLBG;BAW;BAW163;B788;202004424;161031;2011;161031;1950;11;410
ENGM;ENSO;DTR;DTR542;AT43;202011705;161101;0738;161101;0730;4;180
LEBL;LEBB;IBK;IBK5730;B738;202008644;161101;0527;161101;0515;5;270
EFHK;EFJY;ZZZ;I46;PC12;202010114;161101;0625;161101;0615;7;180
LSZH;EGLC;SWR;SWR45R;E190;202015054;161101;1045;161101;1030;6;360
ENGM;ESSA;NAX;NAX802;B738;202009364;161101;0600;161101;0550;6;330
EFHK;EDDB;JEF;JEF33;CL60;202012575;161101;0812;161101;0800;9;360
EDDS;LIMF;EFD;EFD222;C25C;202013269;161101;0846;161101;0840;0;290
EBBR;LJLJ;ADR;ADR377;CRJ2;202012483;161101;0815;161101;0800;9;350
ENGM;ENVA;HAX;HAX3136;C208;202012429;161101;0810;161101;0800;6;130
LFPG;UKBB;AUI;AUI130;B738;202008183;161101;0449;161101;0430;14;360
EFHK;EGKK;IBK;IBK366;B738;202009463;161101;0559;161101;0550;6;340
ENGM;LTAI;NAX;NAX2FJ;B738;202009808;161101;0615;161101;0600;11;410
ENGM;ENZV;NAX;NAX522;B738;202009654;161101;0610;161101;0600;6;300
ENGM;ENVA;NAX;NAX740;B738;202009582;161101;0610;161101;0600;6;310
EDDM;EETN;ADR;ADR66T;CRJ9;1500146306;161101;0835;161101;0810;20;390
ENGM;EETN;ADR;ADR34D;CRJ7;202012929;161101;0826;161101;0815;7;390
ENGM;ENBR;NAX;NAX602;B738;202009970;161101;0620;161101;0610;6;300
LSZH;EDDM;DLH;DLH2367;E190;202012957;161101;0830;161101;0820;1;250
EGLL;LGAV;AEE;AEE609;A321;202006382;161031;2235;161031;2215;10;370
EDDF;LATI;ADR;ADR79T;A319;202013138;161101;0832;161101;0825;1;370
EFHK;ESSA;SAS;SAS701;CRJ9;202008160;161101;0433;161101;0423;7;320
EBBR;LFRS;BEL;BEL6NT;E145;202013093;161101;0840;161101;0825;9;330
LKPR;LIQS;DFC;DFC17P;C510;202010086;161101;0617;161101;0605;6;370
LIRF;EICK;AXY;AXY796;B735;202013338;161101;0850;161101;0830;13;360
EFHK;EFIV;IBK;IBK150;B738;202010551;161101;0645;161101;0635;7;360
EDDM;LIME;BMR;BMR41DS;E135;202016711;161101;1117;161101;1101;11;290
UKBB;LOWW;AUA;AUA668;E190;202008376;161101;0511;161101;0500;7;380
LEMD;ENGM;IBK;IBK6070;B738;202010173;161101;0638;161101;0620;10;370
ENGM;EGKK;IBK;IBK1RL;B738;202010260;161101;0628;161101;0623;1;380
EDDM;LSZH;SWR;SWR110H;F100;202013400;161101;0854;161101;0844;5;240
LSZH;LIMC;SWR;SWR172C;F100;202013454;161101;0850;161101;0840;1;210
LFPG;EGGD;BMR;BMR82AM;E145;202014402;161101;0930;161101;0915;10;300
ENGM;ENAL;NAX;NAX402;B738;202010731;161101;0654;161101;0645;5;300
EDDL;EGGD;BMR;BMR62AQ;E135;202013721;161101;0859;161101;0850;4;360
ENGM;EDDB;NAX;NAX2XM;B738;202010769;161101;0658;161101;0645;9;370
ENGM;ESSA;NAX;NAX804;B738;202010712;161101;0643;161101;0630;9;330
EDDF;ESGJ;BMR;BMR1912;E145;202013819;161101;0913;161101;0900;7;360
EDDF;EGGD;BMR;BMR1822;E145;202013711;161101;0913;161101;0900;7;360
EBBR;EGGD;BEL;BEL5RS;E145;202014412;161101;0926;161101;0911;9;280
EDDS;LGEL;CNV;CNV6708;SW4;202012615;161101;0806;161101;0800;0;230
LEBL;LLBG;VLG;VLG7844;A320;202006675;161031;2310;161031;2259;4;370
LIPZ;LSZH;SWR;SWR1661;E190;202013904;161101;0906;161101;0855;5;260
LSZH;EDDM;HTM;HTM023;C56X;202014774;161101;0939;161101;0930;0;270
EIDW;EGNS;STK;STK3212;AT76;202013892;161101;0907;161101;0855;1;110
EDDF;LJLJ;ADR;ADR7K;CRJ9;202014198;161101;0913;161101;0905;2;370
EFHK;ESSA;NAX;NAX4282;B738;202011220;161101;0713;161101;0703;7;340
EFHK;LFMN;IBK;IBK402;B738;202010993;161101;0710;161101;0700;7;360
LIRF;ESSA;IBK;IBK1NH;B738;202011396;161101;0725;161101;0717;1;380
LEBL;LEPA;IBK;IBK6789;B738;202010934;161101;0712;161101;0655;10;190
ENGM;ENZV;NAX;NAX524;B738;202011075;161101;0710;161101;0700;6;300
ENGM;ENVA;NAX;NAX742;B738;202011030;161101;0710;161101;0700;6;310
ENGM;ENBR;NAX;NAX604;B738;202011026;161101;0710;161101;0700;6;300
EDDM;EPLL;ADR;ADR53M;CRJ7;202014347;161101;0920;161101;0910;5;390
LSZH;LJLJ;ADR;ADR365;CRJ7;202014339;161101;0920;161101;0910;1;330
LSGG;ELLX;LGL;LGL8362;DH8D;202011480;161101;0732;161101;0719;3;240
LKPR;UKBB;AUI;AUI810;B733;202008014;161101;0413;161101;0405;2;350
ENGM;ENTC;NAX;NAX7TE;B738;202011562;161101;0729;161101;0720;5;350
ENGM;ENML;NAX;NAX422;B738;202011598;161101;0730;161101;0720;6;300
ENGM;ENHD;NAX;NAX182;B738;202011593;161101;0729;161101;0720;5;300
EDDM;LJLJ;ADR;ADR3LM;CRJ9;202014658;161101;0935;161101;0925;5;270
LIMC;ELLX;LGL;LGL6992;DH8D;202011711;161101;0747;161101;0730;11;240
EFHK;EVRA;BTI;BTI32M;DH8D;202007853;161101;0340;161101;0333;4;240
LSZH;LTCG;DCD;DCDAS;E55P;202005341;161031;2045;161031;2035;1;450
LEMD;LEPA;IBK;IBK6771;B738;202011875;161101;0749;161101;0735;6;320
ENGM;ESSA;NAX;NAX41G;B738;202011703;161101;0745;161101;0730;11;330
ENGM;ENCN;NAX;NAX270;B738;202011702;161101;0740;161101;0730;6;260
EFHK;ENGM;SAS;SAS2701;CRJ9;202008965;161101;0538;161101;0528;7;240
EDDM;EGGD;BMR;BMR42MB;E145;202017574;161101;1158;161101;1141;12;360
EDDS;LSZB;FFD;FFD525;C25B;202015166;161101;0953;161101;0945;2;220
EDDM;LKTB;BMR;BMR733V;E145;202017523;161101;1147;161101;1131;11;290
EDDS;LEPA;EFD;EFD111;C25B;202009753;161101;0606;161101;0600;0;410
EDDM;EHEH;HTM;HTM012;C25A;202012114;161101;0755;161101;0745;5;400
EGLL;LLBG;ELY;ELY318;A343;202006856;161031;2353;161031;2330;13;390
LIPZ;LFLY;TJT;TJT766C;B190;202015223;161101;0955;161101;0945;4;230
LIMC;LRBC;LAV;LAV902M;B734;202015477;161101;1010;161101;1000;4;360
EDDF;LIMF;SUA;SUA512;C560;202015606;161101;1010;161101;1000;4;310
LSGG;LFMN;LWG;LWG501;E50P;202015941;161101;1029;161101;1015;4;230
EDDM;ELLX;LGL;LGL92M;DH8D;202013189;161101;0832;161101;0822;5;220
EIDW;EGBB;STK;STK264B;AT76;202015287;161101;1002;161101;0950;1;190
EIDW;LFPG;AFR;AFR1017;RJ85;202009811;161101;0611;161101;0600;0;310
LEMD;ESSA;IBK;IBK6090;B738;202012419;161101;0819;161101;0800;11;390
LEBL;EKCH;IBK;IBK5KC;B738;202012548;161101;0817;161101;0800;10;370
LEBL;EGKK;IBK;IBK5PH;B738;202012583;161101;0817;161101;0800;10;360
ENGM;LEBL;NAX;NAX4CW;B738;202012434;161101;0813;161101;0800;9;380
ENGM;ENZV;NAX;NAX526;B738;202012567;161101;0810;161101;0800;6;300
ENGM;ENBO;NAX;NAX4RZ;B738;202012475;161101;0810;161101;0800;6;350
ENGM;EKCH;NAX;NAX3222;B738;202012587;161101;0815;161101;0800;11;350
ENGM;ENVA;NAX;NAX744;B738;202012364;161101;0806;161101;0757;5;310
ENGM;ENEV;NAX;NAX6CF;B738;202012321;161101;0804;161101;0755;5;390
ENGM;ENBR;NAX;NAX606;B738;202012368;161101;0805;161101;0755;6;300
EDDL;EDDS;DCF;DCFCF;LJ35;202014129;161101;0932;161101;0922;5;230
LIMC;LSZH;SWR;SWR164L;F100;202016154;161101;1025;161101;1012;7;220
EDDM;UGTB;DLH;DLH2556;A319;202005222;161031;2037;161031;2027;5;370
ENGM;EYPA;NAX;NAX1086;B738;202012806;161101;0820;161101;0810;6;250
ENGM;ENKR;NAX;NAX1AM;B738;202012792;161101;0819;161101;0810;5;350
EDDS;EDDS;DIS;DISRM;C510;202014772;161101;0938;161101;0930;2;130
EGLL;UBBB;AHY;AHY008;B788;202006317;161031;2225;161031;2205;10;390
EDDM;LFTH;OEF;OEFUX;C25A;202016351;161101;1040;161101;1030;5;410
LSZH;EGWU;MAS;MASHI;CL60;202018939;161101;1225;161101;1215;1;320
LIPZ;LEPA;YUP;YUPNK;C56X;202016778;161101;1056;161101;1050;0;350
EIDW;EGGP;STK;STK94PL;AT76;202016183;161101;1038;161101;1025;2;150
EIDW;EGPH;STK;STK52ED;AT76;202015776;161101;1018;161101;1005;2;150
EIDW;EGPF;STK;STK22GL;AT76;202016121;161101;1037;161101;1024;2;170
EIDW;EGGD;STK;STK82DR;AT76;202016194;161101;1038;161101;1025;2;190
EDDS;EDDT;GWI;GWI2002;A319;202008467;161101;0508;161101;0500;2;330
EDDM;LSZH;DLH;DLH2368;E190;202016283;161101;1040;161101;1030;5;240
ENGM;LKPR;NAX;NAX52Z;B738;202013312;161101;0839;161101;0830;5;370
ENGM;ENAT;NAX;NAX2FH;B738;202013259;161101;0839;161101;0830;5;370
LFPG;ELLX;LGL;LGL8012;DH8D;202013422;161101;0901;161101;0835;21;190
EIDW;EGLC;BCY;BCY104;RJ85;202010559;161101;0651;161101;0635;5;330
EDDS;EHAM;KLM;KLM42A;E190;202008406;161101;0521;161101;0500;15;320
LSGG;LFPB;OEG;OEGES;C56X;202018084;161101;1154;161101;1140;4;280
EDDB;ENGM;NAX;NAX3QJ;B738;202013800;161101;0901;161101;0850;6;360
EDDS;EDDW;GWI;GWI12F;A319;202008744;161101;0526;161101;0520;0;340
LIML;LIRJ;SIO;SIO403;LJ45;202011710;161101;0745;161101;0730;7;250
EDDL;EHAM;KLM;KLM34Z;F70;202008606;161101;0523;161101;0510;8;180
LSZH;LEBB;SWR;SWR2058;F100;202017123;161101;1110;161101;1100;1;350
ENGM;LIMC;NAX;NAX76Z;B738;202014196;161101;0915;161101;0905;6;360
ENGM;EPSC;NAX;NAX1014;B738;202014114;161101;0910;161101;0900;6;330
LSZH;EPWA;SWR;SWR135N;E190;202017576;161101;1133;161101;1120;4;390
ENGM;EPKK;NAX;NAX1040;B738;202014047;161101;0910;161101;0900;6;350
LKPR;UKBB;AUI;AUI499;B733;202009207;161101;0546;161101;0540;0;350
EDDS;EDDC;GWI;GWI5T;A319;202009165;161101;0600;161101;0540;14;250
UKBB;EDDF;DLH;DLH1493;A320;202008117;161101;0435;161101;0420;11;380
EDDM;EGKB;OXM;OXM103;CL60;202017457;161101;1131;161101;1115;11;360
LIMC;LOWW;AUA;AUA518P;A319;202010252;161101;0635;161101;0620;9;340
EDDS;EDDV;GWI;GWI3R;A319;202009274;161101;0551;161101;0545;0;320
LSZH;LIRN;SWR;SWR1710;F100;202017395;161101;1130;161101;1115;6;350
LSZH;EDDM;SWR;SWR118R;E190;202017459;161101;1125;161101;1115;1;250
LKPR;EHAM;KLM;KLM1350;E190;202009107;161101;0542;161101;0533;3;380
LKPR;LDZD;ECC;ECC521;C25A;202014858;161101;0935;161101;0923;6;390
EDDM;ESSP;BMR;BMR53EB;E145;202017835;161101;1132;161101;1120;7;360
LSZH;LOWW;AUA;AUA56H;A320;202010708;161101;0654;161101;0640;5;330
LFPG;LIMF;AFR;AFR1102;RJ85;202011522;161101;0739;161101;0720;14;310
EFHK;ESSA;SAS;SAS705;CRJ9;202011663;161101;0733;161101;0723;7;320
LSZH;LIMC;SWR;SWR126U;F100;202017686;161101;1140;161101;1125;6;210
LSGG;LSGC;HBG;HBGIA;BE55;202017726;161101;1140;161101;1127;3;110
EDDS;LOWW;GWI;GWI2758;A319;202009547;161101;0601;161101;0555;0;350
LIRF;LTBA;AZA;AZA702;A320;202006472;161031;2307;161031;2243;17;370
EBBR;LLBG;BEL;BEL3293;A320;202005178;161031;2038;161031;2025;7;370
EDDS;EDWN;EFD;EFD666;BE9L;202011140;161101;0706;161101;0700;0;200
EIDW;EGMC;BCY;BCY112;RJ85;202013970;161101;0912;161101;0900;1;300
EDDB;EGKK;IBK;IBK2751;B738;202014958;161101;0945;161101;0935;5;340
ENGM;EGPH;NAX;NAX54K;B738;202014900;161101;0940;161101;0930;6;360
LEBL;EKBI;IBK;IBK5576;B738;202014281;161101;0927;161101;0910;10;410
LKPR;ESGG;IGA;IGA534;SF34;202006132;161031;2151;161031;2145;0;180
ENGM;LPMA;PRW;PRW789;B738;202013895;161101;0908;161101;0855;9;370
EDDL;LIMC;GWI;GWI9826;A319;202010029;161101;0621;161101;0610;6;370
EDDS;EGLL;GWI;GWI91L;A320;202010001;161101;0630;161101;0610;14;380
ENGM;EGPD;SAS;SAS4613;CRJ9;202012037;161101;0813;161101;0758;11;240
LIPZ;EGLL;BAW;BAW599;A319;202008628;161101;0523;161101;0512;5;380
LSGG;LKKV;VPC;VPC505;H25B;202013643;161101;0858;161101;0845;3;330
EDDF;LOWW;AUA;AUA130A;B763;202018273;161101;1206;161101;1150;10;350
ENGM;LHBP;NAX;NAX1550;B738;202015052;161101;0950;161101;0940;6;370
ENGM;ENVA;NAX;NAX752;B738;202015071;161101;0949;161101;0940;5;310
ENGM;ENBR;NAX;NAX608;B738;202015024;161101;0949;161101;0940;5;300
ENGM;EIDW;NAX;NAX2NU;B738;202015114;161101;0950;161101;0940;6;380
LSZH;LIRQ;SWR;SWR135T;E190;202018309;161101;1205;161101;1150;6;310
LSZH;EDDL;SWR;SWR101A;F100;202019055;161101;1233;161101;1220;4;300
EBBR;EHAM;KLM;KLM1720;F70;202009443;161101;0608;161101;0555;7;150
LSGG;LEPA;AWU;AWU901;C25A;202016597;161101;1053;161101;1040;3;370
EDDB;EFHK;JEF;JEF33;CL60;202016978;161101;1106;161101;1100;1;370
EDDL;EDDS;FFD;FFD541;C525;202018574;161101;1210;161101;1200;5;230
EIDW;EIKY;STK;STK4K;AT76;202018378;161101;1208;161101;1155;2;140
EDDM;LCLK;GMI;GMI6004;A319;202008936;161101;0541;161101;0530;6;390
