LFPG;LFRB;FPO;FPO5561;B190;200108531;160831;2355;160831;2330;25;230
LEMD;LROP;ROT;ROT416N;A310;200122264;160901;1033;160901;1020;6;410
LEMD;LGAV;IBS;IBS3782;A320;200107901;160831;2203;160831;2150;6;360
EBBR;EBOS;CLJ;CLJ102;B734;1500536245;160831;2345;160831;2330;8;220
LFPG;LFMT;SWN;SWN5745;B734;200108478;160831;2348;160831;2325;23;310
LFPG;LFBO;SWN;SWN5629;B733;200108479;160831;2348;160831;2325;23;290
LFPG;LIME;BCS;BCS7332;B734;200108962;160901;0105;160901;0045;20;310
LFPG;EGNX;BCS;BCS2582;B734;200108858;160901;0050;160901;0030;20;260
EDDM;EBLG;VAS;VAS816;B734;200141201;160901;2133;160901;2120;8;240
LFPG;LFRB;FPO;FPO5561;B190;200142265;160901;2355;160901;2330;25;230
LFPG;LIRF;ABR;ABR8CK;AT43;200109392;160901;0221;160901;0200;21;210
LFPG;EDDF;ABR;ABR6TR;AT73;200109325;160901;0213;160901;0155;18;190
LFPG;LFMN;ABR;ABR5CE;AT72;200109513;160901;0230;160901;0209;21;190
LFPG;LIRP;ABR;ABR9SA;AT72;200109719;160901;0300;160901;0235;25;230
LFPG;EINN;ABR;ABR7BN;AT43;200109302;160901;0212;160901;0154;18;180
LFPG;LKPR;ABR;ABR2RG;AT72;200109312;160901;0216;160901;0157;19;230
LFPG;LFLL;ABR;ABR6ML;AT72;200109379;160901;0226;160901;0205;21;190
LFPG;EPWA;ABR;ABR1WA;AT72;200109431;160901;0229;160901;0208;21;210
LFPG;EDDS;ABR;ABR3KT;AT72;200109340;160901;0218;160901;0200;18;230
LIMC;LIPZ;ABR;ABR7EC;AT43;200110903;160901;0424;160901;0415;4;180
LFPG;EDDB;ABR;ABR9DN;AT72;200109437;160901;0230;160901;0209;21;230
ENGM;LFPG;AFR;AFR275M;E190;200111431;160901;0444;160901;0435;8;360
LFPG;EDDH;ABR;ABR7ZX;AT43;200109566;160901;0234;160901;0213;21;220
EDDF;EDDS;ABR;ABR6TR;AT73;200110934;160901;0426;160901;0420;0;210
EDDS;EPKT;ABR;ABR3KT;AT72;200110775;160901;0423;160901;0410;5;230
LFPG;EGNT;ABR;ABR2CL;AT43;200109667;160901;0250;160901;0232;18;180
LFPG;EDDF;AFR;AFR518H;E190;200113313;160901;0551;160901;0530;21;230
EDDL;LFPG;AFR;AFR107X;E190;200111520;160901;0453;160901;0440;4;220
LFPG;EDDL;AFR;AFR306E;E190;200112719;160901;0536;160901;0515;21;230
ENGM;ENOL;NFA;NFA991;SW4;200113885;160901;0604;160901;0555;8;180
EDDF;LFPG;AFR;AFR019W;E190;200113039;160901;0543;160901;0525;12;220
LFPG;EDDV;AFR;AFR1338;E170;200114911;160901;0651;160901;0630;21;350
LFPG;LEBB;AFR;AFR476D;E190;200115206;160901;0656;160901;0635;21;350
LFPG;EDDW;AFR;AFR1324;E170;200115604;160901;0711;160901;0650;21;370
LFPG;EDDN;AFR;AFR1010;E170;200115195;160901;0656;160901;0635;21;300
LFPG;LFBZ;ZZZ;AF654UA;E170;200115577;160901;0711;160901;0650;21;350
LFPG;LFBP;ZZZ;AF536NO;E190;200115349;160901;0701;160901;0640;21;350
LFPG;ENGM;AFR;AFR1774;E190;200117170;160901;0801;160901;0740;21;370
LKPR;LROP;ROT;ROT226A;B733;200117355;160901;0753;160901;0745;2;370
LFPG;LFSB;ZZZ;AF192JP;E170;200116166;160901;0720;160901;0705;15;310
LFPG;LFLC;ZZZ;AF752LK;E170;200117154;160901;0755;160901;0740;15;250
EDDF;LUKK;MLD;MLD864;E190;200116808;160901;0741;160901;0730;5;370
LFPG;LIMJ;AFR;AFR516B;E170;200118628;160901;0835;160901;0820;15;350
EDDM;LRSB;ROT;ROT316C;A318;200118752;160901;0856;160901;0845;6;390
EDDL;LFPG;AFR;AFR1307;E190;200116636;160901;0731;160901;0720;2;220
LFPG;LFRN;ZZZ;AF676BF;E170;200117137;160901;0750;160901;0735;15;180
LFPG;EGPD;AFR;AFR1272;E170;200117931;160901;0816;160901;0800;16;360
LFPG;EDDF;AFR;AFR618J;E190;200117803;160901;0821;160901;0800;21;230
LFPG;EGPH;AFR;AFR686C;E190;200118287;160901;0827;160901;0810;17;360
LFPG;EDDL;AFR;AFR606G;E190;200118367;160901;0836;160901;0815;21;230
EDDL;LFRS;HOP;HOP300G;E145;200118739;160901;0834;160901;0825;0;340
EBBR;LFRS;HOP;HOP3201;E145;200119120;160901;0848;160901;0835;6;340
EBBR;LROP;ROT;ROT372D;B737;200118644;160901;0835;160901;0820;8;410
EDDF;LROP;ROT;ROT302A;A318;200120388;160901;0935;160901;0915;14;390
EDDF;LFPG;AFR;AFR1519;E190;200118743;160901;0845;160901;0825;14;220
LIRF;LRIA;ROT;ROT406T;B733;200118744;160901;0843;160901;0825;12;370
EDDF;LFPG;AFR;AFR1619;E190;200122131;160901;1031;160901;1010;15;220
EDDL;LFPG;AFR;AFR1607;E190;200122039;160901;1017;160901;1005;3;220
LFPG;LROP;ROT;ROT382J;B733;200122590;160901;1040;160901;1025;15;370
ENGM;LFPG;AFR;AFR775R;E190;200123043;160901;1051;160901;1041;9;360
LIRF;LFBD;HOP;HOP213Z;E170;200123230;160901;1100;160901;1051;3;340
LEBL;LROP;ROT;ROT422R;B737;200121893;160901;1009;160901;1000;5;410
LKPR;LFLL;HOP;HOP413F;CRJX;200123595;160901;1102;160901;1055;1;350
LFPG;EDDL;AFR;AFR506G;E190;200124045;160901;1109;160901;1109;0;230
